AirQualityIndex,Year,MonthNo,MonthName,Zone,Station,Value
aqi,2015,5,May,Northern Zone,Vallejo,52.0
aqi,2015,6,Jun,Northern Zone,Vallejo,61.0
aqi,2015,7,Jul,Northern Zone,Vallejo,40.0
aqi,2015,8,Aug,Northern Zone,Vallejo,84.0
aqi,2015,9,Sep,Northern Zone,Vallejo,51.0
aqi,2015,10,Oct,Northern Zone,Vallejo,53.0
aqi,2015,11,Nov,Northern Zone,Vallejo,76.0
aqi,2015,1,Jan,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2015,2,Feb,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2015,3,Mar,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2015,4,Apr,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2015,5,May,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2015,6,Jun,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2015,7,Jul,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2015,8,Aug,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2015,9,Sep,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2015,10,Oct,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2015,11,Nov,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2015,1,Jan,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2015,2,Feb,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2015,3,Mar,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2015,4,Apr,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2015,5,May,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2015,6,Jun,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2015,7,Jul,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2015,8,Aug,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2015,9,Sep,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2015,10,Oct,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2015,11,Nov,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2015,1,Jan,Coast & Central Bay,Laney College,105.0
aqi,2015,2,Feb,Coast & Central Bay,Laney College,79.0
aqi,2015,3,Mar,Coast & Central Bay,Laney College,66.0
aqi,2015,4,Apr,Coast & Central Bay,Laney College,58.0
aqi,2015,5,May,Coast & Central Bay,Laney College,58.0
aqi,2015,6,Jun,Coast & Central Bay,Laney College,62.0
aqi,2015,7,Jul,Coast & Central Bay,Laney College,55.0
aqi,2015,8,Aug,Coast & Central Bay,Laney College,91.0
aqi,2015,9,Sep,Coast & Central Bay,Laney College,58.0
aqi,2015,10,Oct,Coast & Central Bay,Laney College,57.0
aqi,2015,11,Nov,Coast & Central Bay,Laney College,62.0
aqi,2015,1,Jan,Coast & Central Bay,Oakland East,92.0
aqi,2015,2,Feb,Coast & Central Bay,Oakland East,79.0
aqi,2015,3,Mar,Coast & Central Bay,Oakland East,59.0
aqi,2015,4,Apr,Coast & Central Bay,Oakland East,58.0
aqi,2015,5,May,Coast & Central Bay,Oakland East,54.0
aqi,2015,6,Jun,Coast & Central Bay,Oakland East,60.0
aqi,2015,7,Jul,Coast & Central Bay,Oakland East,52.0
aqi,2015,8,Aug,Coast & Central Bay,Oakland East,124.0
aqi,2015,9,Sep,Coast & Central Bay,Oakland East,48.0
aqi,2015,10,Oct,Coast & Central Bay,Oakland East,48.0
aqi,2015,11,Nov,Coast & Central Bay,Oakland East,54.0
aqi,2015,1,Jan,Coast & Central Bay,Oakland West,109.0
aqi,2015,2,Feb,Coast & Central Bay,Oakland West,82.0
aqi,2015,3,Mar,Coast & Central Bay,Oakland West,68.0
aqi,2015,4,Apr,Coast & Central Bay,Oakland West,61.0
aqi,2015,5,May,Coast & Central Bay,Oakland West,55.0
aqi,2015,6,Jun,Coast & Central Bay,Oakland West,64.0
aqi,2015,7,Jul,Coast & Central Bay,Oakland West,60.0
aqi,2015,8,Aug,Coast & Central Bay,Oakland West,87.0
aqi,2015,9,Sep,Coast & Central Bay,Oakland West,56.0
aqi,2015,10,Oct,Coast & Central Bay,Oakland West,56.0
aqi,2015,11,Nov,Coast & Central Bay,Oakland West,64.0
aqi,2015,1,Jan,Coast & Central Bay,Pt. Richmond,0
aqi,2015,2,Feb,Coast & Central Bay,Pt. Richmond,0
aqi,2015,3,Mar,Coast & Central Bay,Pt. Richmond,0
aqi,2015,4,Apr,Coast & Central Bay,Pt. Richmond,0
aqi,2015,5,May,Coast & Central Bay,Pt. Richmond,0
aqi,2015,6,Jun,Coast & Central Bay,Pt. Richmond,0
aqi,2015,7,Jul,Coast & Central Bay,Pt. Richmond,0
aqi,2015,8,Aug,Coast & Central Bay,Pt. Richmond,0
aqi,2015,9,Sep,Coast & Central Bay,Pt. Richmond,0
aqi,2015,10,Oct,Coast & Central Bay,Pt. Richmond,0
aqi,2015,11,Nov,Coast & Central Bay,Pt. Richmond,0
aqi,2015,1,Jan,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2015,2,Feb,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2015,3,Mar,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2015,4,Apr,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2015,5,May,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2015,6,Jun,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2015,7,Jul,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2015,8,Aug,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2015,9,Sep,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2015,10,Oct,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2015,11,Nov,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2015,1,Jan,Coast & Central Bay,Rodeo,0
aqi,2015,2,Feb,Coast & Central Bay,Rodeo,0
aqi,2015,3,Mar,Coast & Central Bay,Rodeo,0
aqi,2015,4,Apr,Coast & Central Bay,Rodeo,0
aqi,2015,5,May,Coast & Central Bay,Rodeo,0
aqi,2015,6,Jun,Coast & Central Bay,Rodeo,0
aqi,2015,7,Jul,Coast & Central Bay,Rodeo,0
aqi,2015,8,Aug,Coast & Central Bay,Rodeo,0
aqi,2015,9,Sep,Coast & Central Bay,Rodeo,0
aqi,2015,10,Oct,Coast & Central Bay,Rodeo,0
aqi,2015,11,Nov,Coast & Central Bay,Rodeo,0
aqi,2015,1,Jan,Coast & Central Bay,San Francisco - Arkansas St.,100.0
aqi,2015,2,Feb,Coast & Central Bay,San Francisco - Arkansas St.,81.0
aqi,2015,3,Mar,Coast & Central Bay,San Francisco - Arkansas St.,60.0
aqi,2015,4,Apr,Coast & Central Bay,San Francisco - Arkansas St.,55.0
aqi,2015,5,May,Coast & Central Bay,San Francisco - Arkansas St.,57.0
aqi,2015,6,Jun,Coast & Central Bay,San Francisco - Arkansas St.,54.0
aqi,2015,7,Jul,Coast & Central Bay,San Francisco - Arkansas St.,41.0
aqi,2015,8,Aug,Coast & Central Bay,San Francisco - Arkansas St.,80.0
aqi,2015,9,Sep,Coast & Central Bay,San Francisco - Arkansas St.,45.0
aqi,2015,10,Oct,Coast & Central Bay,San Francisco - Arkansas St.,46.0
aqi,2015,11,Nov,Coast & Central Bay,San Francisco - Arkansas St.,66.0
aqi,2015,1,Jan,Coast & Central Bay,San Pablo - Rumrill,95.0
aqi,2015,2,Feb,Coast & Central Bay,San Pablo - Rumrill,81.0
aqi,2015,3,Mar,Coast & Central Bay,San Pablo - Rumrill,52.0
aqi,2015,4,Apr,Coast & Central Bay,San Pablo - Rumrill,56.0
aqi,2015,5,May,Coast & Central Bay,San Pablo - Rumrill,51.0
aqi,2015,6,Jun,Coast & Central Bay,San Pablo - Rumrill,63.0
aqi,2015,7,Jul,Coast & Central Bay,San Pablo - Rumrill,52.0
aqi,2015,8,Aug,Coast & Central Bay,San Pablo - Rumrill,90.0
aqi,2015,9,Sep,Coast & Central Bay,San Pablo - Rumrill,52.0
aqi,2015,10,Oct,Coast & Central Bay,San Pablo - Rumrill,56.0
aqi,2015,11,Nov,Coast & Central Bay,San Pablo - Rumrill,62.0
aqi,2015,1,Jan,Eastern Zone,Bethel Island,0
aqi,2015,2,Feb,Eastern Zone,Bethel Island,0
aqi,2015,3,Mar,Eastern Zone,Bethel Island,0
aqi,2015,4,Apr,Eastern Zone,Bethel Island,0
aqi,2015,5,May,Eastern Zone,Bethel Island,0
aqi,2015,6,Jun,Eastern Zone,Bethel Island,0
aqi,2015,7,Jul,Eastern Zone,Bethel Island,0
aqi,2015,8,Aug,Eastern Zone,Bethel Island,0
aqi,2015,9,Sep,Eastern Zone,Bethel Island,0
aqi,2015,10,Oct,Eastern Zone,Bethel Island,0
aqi,2015,11,Nov,Eastern Zone,Bethel Island,0
aqi,2015,1,Jan,Eastern Zone,Concord,91.0
aqi,2015,2,Feb,Eastern Zone,Concord,79.0
aqi,2015,3,Mar,Eastern Zone,Concord,42.0
aqi,2015,4,Apr,Eastern Zone,Concord,56.0
