COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
Monterey,2016.00,Age groups,65+ years,65+ years,120.00,20.70,
Napa,2016.00,Age groups,65+ years,65+ years,68.00,27.50,
Nevada,2016.00,Age groups,65+ years,65+ years,26.00,10.20,
Orange,2016.00,Age groups,65+ years,65+ years,702.00,15.70,
Placer,2016.00,Age groups,65+ years,65+ years,105.00,14.60,
Plumas,2016.00,Age groups,65+ years,65+ years,15.00,26.20,
Riverside,2016.00,Age groups,65+ years,65+ years,563.00,16.80,
Sacramento,2016.00,Age groups,65+ years,65+ years,491.00,24.90,
San Benito,2016.00,Age groups,65+ years,65+ years,22.00,30.20,
San Bernardino,2016.00,Age groups,65+ years,65+ years,547.00,22.80,
San Diego,2016.00,Age groups,65+ years,65+ years,697.00,15.30,
San Francisco,2016.00,Age groups,65+ years,65+ years,296.00,21.20,
San Joaquin,2016.00,Age groups,65+ years,65+ years,212.00,22.80,
San Luis Obispo,2016.00,Age groups,65+ years,65+ years,99.00,17.70,
San Mateo,2016.00,Age groups,65+ years,65+ years,309.00,24.60,
Santa Barbara,2016.00,Age groups,65+ years,65+ years,153.00,23.00,
Santa Clara,2016.00,Age groups,65+ years,65+ years,502.00,19.20,
Santa Cruz,2016.00,Age groups,65+ years,65+ years,65.00,17.40,
Shasta,2016.00,Age groups,65+ years,65+ years,36.00,9.90,
Sierra,2016.00,Age groups,65+ years,65+ years,0.00,0.00,
Siskiyou,2016.00,Age groups,65+ years,65+ years,14.00,12.90,
Solano,2016.00,Age groups,65+ years,65+ years,238.00,36.80,
Sonoma,2016.00,Age groups,65+ years,65+ years,161.00,17.90,
Stanislaus,2016.00,Age groups,65+ years,65+ years,155.00,22.60,
Sutter,2016.00,Age groups,65+ years,65+ years,21.00,14.80,
Tehama,2016.00,Age groups,65+ years,65+ years,23.00,18.70,
Trinity,2016.00,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2016.00,Age groups,65+ years,65+ years,95.00,18.30,
Tuolumne,2016.00,Age groups,65+ years,65+ years,33.00,23.20,
Ventura,2016.00,Age groups,65+ years,65+ years,178.00,14.60,
Yolo,2016.00,Age groups,65+ years,65+ years,52.00,20.70,
Yuba,2016.00,Age groups,65+ years,65+ years,23.00,27.10,
California,2016.00,Race/ethnicity,White,All ages,45866.00,34.80,
Alameda,2016.00,Race/ethnicity,White,All ages,1438.00,28.80,
Alpine,2016.00,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Amador,2016.00,Race/ethnicity,White,All ages,146.00,62.70,
Butte,2016.00,Race/ethnicity,White,All ages,571.00,41.30,
Calaveras,2016.00,Race/ethnicity,White,All ages,151.00,50.50,
Colusa,2016.00,Race/ethnicity,White,All ages,33.00,42.40,
Contra Costa,2016.00,Race/ethnicity,White,All ages,1534.00,34.00,
Del Norte,2016.00,Race/ethnicity,White,All ages,126.00,92.30,
El Dorado,2016.00,Race/ethnicity,White,All ages,355.00,30.10,
Fresno,2016.00,Race/ethnicity,White,All ages,1631.00,66.20,
Glenn,2016.00,Race/ethnicity,White,All ages,48.00,33.00,
Humboldt,2016.00,Race/ethnicity,White,All ages,603.00,66.10,
Imperial,2016.00,Race/ethnicity,White,All ages,120.00,62.20,
Inyo,2016.00,Race/ethnicity,White,All ages,45.00,44.10,
Kern,2016.00,Race/ethnicity,White,All ages,1432.00,49.80,
Kings,2016.00,Race/ethnicity,White,All ages,311.00,65.90,
Lake,2016.00,Race/ethnicity,White,All ages,351.00,82.50,
Lassen,2016.00,Race/ethnicity,White,All ages,92.00,50.80,
Los Angeles,2016.00,Race/ethnicity,White,All ages,7663.00,32.30,
Madera,2016.00,Race/ethnicity,White,All ages,217.00,52.50,
Marin,2016.00,Race/ethnicity,White,All ages,303.00,19.30,
Mariposa,2016.00,Race/ethnicity,White,All ages,53.00,45.70,
Mendocino,2016.00,Race/ethnicity,White,All ages,275.00,58.40,
Merced,2016.00,Race/ethnicity,White,All ages,588.00,84.40,
Modoc,2016.00,Race/ethnicity,White,All ages,44.00,81.90,
Mono,2016.00,Race/ethnicity,White,All ages,19.00,30.80,
Monterey,2016.00,Race/ethnicity,White,All ages,427.00,37.40,
Napa,2016.00,Race/ethnicity,White,All ages,230.00,35.60,
Nevada,2016.00,Race/ethnicity,White,All ages,237.00,37.30,
Orange,2016.00,Race/ethnicity,White,All ages,3230.00,28.30,
Placer,2016.00,Race/ethnicity,White,All ages,699.00,28.90,
Plumas,2016.00,Race/ethnicity,White,All ages,69.00,53.30,
Riverside,2016.00,Race/ethnicity,White,All ages,2934.00,39.80,
Sacramento,2016.00,Race/ethnicity,White,All ages,2707.00,42.30,
San Benito,2016.00,Race/ethnicity,White,All ages,84.00,51.00,
San Bernardino,2016.00,Race/ethnicity,White,All ages,2716.00,44.30,
San Diego,2016.00,Race/ethnicity,White,All ages,2930.00,20.90,
San Francisco,2016.00,Race/ethnicity,White,All ages,751.00,23.00,
San Joaquin,2016.00,Race/ethnicity,White,All ages,1014.00,46.40,
San Luis Obispo,2016.00,Race/ethnicity,White,All ages,588.00,37.60,
San Mateo,2016.00,Race/ethnicity,White,All ages,676.00,24.50,
Santa Barbara,2016.00,Race/ethnicity,White,All ages,578.00,33.40,
Santa Clara,2016.00,Race/ethnicity,White,All ages,1399.00,23.60,
Santa Cruz,2016.00,Race/ethnicity,White,All ages,406.00,30.50,
Shasta,2016.00,Race/ethnicity,White,All ages,570.00,47.40,
Sierra,2016.00,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2016.00,Race/ethnicity,White,All ages,105.00,37.70,
Solano,2016.00,Race/ethnicity,White,All ages,914.00,61.00,
Sonoma,2016.00,Race/ethnicity,White,All ages,937.00,34.90,
Stanislaus,2016.00,Race/ethnicity,White,All ages,1024.00,49.00,
Sutter,2016.00,Race/ethnicity,White,All ages,155.00,37.30,
Tehama,2016.00,Race/ethnicity,White,All ages,236.00,61.20,
Trinity,2016.00,Race/ethnicity,White,All ages,50.00,61.80,
Tulare,2016.00,Race/ethnicity,White,All ages,320.00,26.70,
Tuolumne,2016.00,Race/ethnicity,White,All ages,197.00,52.40,
Ventura,2016.00,Race/ethnicity,White,All ages,1045.00,32.60,
Yolo,2016.00,Race/ethnicity,White,All ages,287.00,31.70,
Yuba,2016.00,Race/ethnicity,White,All ages,180.00,44.00,
California,2016.00,Race/ethnicity,Black,All ages,36180.00,168.10,
Alameda,2016.00,Race/ethnicity,Black,All ages,3646.00,204.00,
Alpine,2016.00,Race/ethnicity,Black,All ages,0.00,0.00,
Amador,2016.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2016.00,Race/ethnicity,Black,All ages,66.00,201.30,
Calaveras,2016.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2016.00,Race/ethnicity,Black,All ages,0.00,0.00,
Contra Costa,2016.00,Race/ethnicity,Black,All ages,1982.00,206.20,
Del Norte,2016.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2016.00,Race/ethnicity,Black,All ages,14.00,111.80,
Fresno,2016.00,Race/ethnicity,Black,All ages,721.00,146.40,
Glenn,2016.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2016.00,Race/ethnicity,Black,All ages,70.00,456.30,
Imperial,2016.00,Race/ethnicity,Black,All ages,33.00,119.60,
Inyo,2016.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2016.00,Race/ethnicity,Black,All ages,893.00,177.60,
Kings,2016.00,Race/ethnicity,Black,All ages,139.00,157.40,
Lake,2016.00,Race/ethnicity,Black,All ages,29.00,284.80,
Lassen,2016.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2016.00,Race/ethnicity,Black,All ages,12869.00,167.00,
Madera,2016.00,Race/ethnicity,Black,All ages,96.00,315.70,
Marin,2016.00,Race/ethnicity,Black,All ages,73.00,114.70,
Mariposa,2016.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2016.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Merced,2016.00,Race/ethnicity,Black,All ages,260.00,300.00,
Modoc,2016.00,Race/ethnicity,Black,All ages,0.00,0.00,
Mono,2016.00,Race/ethnicity,Black,All ages,0.00,0.00,
Monterey,2016.00,Race/ethnicity,Black,All ages,124.00,127.20,
Napa,2016.00,Race/ethnicity,Black,All ages,22.00,103.30,
Nevada,2016.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2016.00,Race/ethnicity,Black,All ages,565.00,123.40,
Placer,2016.00,Race/ethnicity,Black,All ages,61.00,152.00,
Plumas,2016.00,Race/ethnicity,Black,All ages,13.00,560.90,
Riverside,2016.00,Race/ethnicity,Black,All ages,1976.00,147.60,
Sacramento,2016.00,Race/ethnicity,Black,All ages,3178.00,214.60,
San Benito,2016.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2016.00,Race/ethnicity,Black,All ages,2556.00,141.20,
San Diego,2016.00,Race/ethnicity,Black,All ages,1730.00,109.60,
San Francisco,2016.00,Race/ethnicity,Black,All ages,848.00,199.10,
San Joaquin,2016.00,Race/ethnicity,Black,All ages,1178.00,226.90,
San Luis Obispo,2016.00,Race/ethnicity,Black,All ages,39.00,89.00,
San Mateo,2016.00,Race/ethnicity,Black,All ages,146.00,90.30,
Santa Barbara,2016.00,Race/ethnicity,Black,All ages,95.00,139.60,
Santa Clara,2016.00,Race/ethnicity,Black,All ages,556.00,121.90,
Santa Cruz,2016.00,Race/ethnicity,Black,All ages,14.00,61.70,
Shasta,2016.00,Race/ethnicity,Black,All ages,33.00,193.80,
Sierra,2016.00,Race/ethnicity,Black,All ages,0.00,0.00,
Siskiyou,2016.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2016.00,Race/ethnicity,Black,All ages,1298.00,228.10,
Sonoma,2016.00,Race/ethnicity,Black,All ages,112.00,157.80,
Stanislaus,2016.00,Race/ethnicity,Black,All ages,331.00,236.00,
Sutter,2016.00,Race/ethnicity,Black,All ages,29.00,172.90,
Tehama,2016.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2016.00,Race/ethnicity,Black,All ages,0.00,0.00,
Tulare,2016.00,Race/ethnicity,Black,All ages,85.00,165.80,
Tuolumne,2016.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2016.00,Race/ethnicity,Black,All ages,109.00,99.30,
Yolo,2016.00,Race/ethnicity,Black,All ages,62.00,139.70,
Yuba,2016.00,Race/ethnicity,Black,All ages,42.00,183.60,
California,2016.00,Race/ethnicity,Hispanic,All ages,73234.00,44.70,
Alameda,2016.00,Race/ethnicity,Hispanic,All ages,2187.00,54.30,
Alpine,2016.00,Race/ethnicity,Hispanic,All ages,0.00,0.00,
Amador,2016.00,Race/ethnicity,Hispanic,All ages,28.00,65.20,
Butte,2016.00,Race/ethnicity,Hispanic,All ages,83.00,24.50,
Calaveras,2016.00,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2016.00,Race/ethnicity,Hispanic,All ages,33.00,24.60,
Contra Costa,2016.00,Race/ethnicity,Hispanic,All ages,1727.00,57.70,
Del Norte,2016.00,Race/ethnicity,Hispanic,All ages,21.00,37.90,
El Dorado,2016.00,Race/ethnicity,Hispanic,All ages,72.00,28.50,
Fresno,2016.00,Race/ethnicity,Hispanic,All ages,4254.00,71.70,
Glenn,2016.00,Race/ethnicity,Hispanic,All ages,44.00,38.40,
Humboldt,2016.00,Race/ethnicity,Hispanic,All ages,47.00,29.30,
Imperial,2016.00,Race/ethnicity,Hispanic,All ages,1103.00,66.90,
Inyo,2016.00,Race/ethnicity,Hispanic,All ages,25.00,55.90,
Kern,2016.00,Race/ethnicity,Hispanic,All ages,2468.00,48.40,
Kings,2016.00,Race/ethnicity,Hispanic,All ages,540.00,60.90,
Lake,2016.00,Race/ethnicity,Hispanic,All ages,67.00,52.40,
Lassen,2016.00,Race/ethnicity,Hispanic,All ages,14.00,23.60,
Los Angeles,2016.00,Race/ethnicity,Hispanic,All ages,25431.00,48.80,
Madera,2016.00,Race/ethnicity,Hispanic,All ages,629.00,60.40,
Marin,2016.00,Race/ethnicity,Hispanic,All ages,122.00,26.90,
Mariposa,2016.00,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2016.00,Race/ethnicity,Hispanic,All ages,115.00,47.80,
Merced,2016.00,Race/ethnicity,Hispanic,All ages,1268.00,73.20,
Modoc,2016.00,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2016.00,Race/ethnicity,Hispanic,All ages,11.00,,Rate not available due to statistical instability
Monterey,2016.00,Race/ethnicity,Hispanic,All ages,1240.00,44.30,
Napa,2016.00,Race/ethnicity,Hispanic,All ages,156.00,30.80,
Nevada,2016.00,Race/ethnicity,Hispanic,All ages,20.00,22.10,
Orange,2016.00,Race/ethnicity,Hispanic,All ages,3814.00,31.70,
Placer,2016.00,Race/ethnicity,Hispanic,All ages,121.00,23.50,
Plumas,2016.00,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2016.00,Race/ethnicity,Hispanic,All ages,4058.00,33.90,
Sacramento,2016.00,Race/ethnicity,Hispanic,All ages,1890.00,52.80,
San Benito,2016.00,Race/ethnicity,Hispanic,All ages,173.00,50.60,
San Bernardino,2016.00,Race/ethnicity,Hispanic,All ages,5066.00,43.00,
San Diego,2016.00,Race/ethnicity,Hispanic,All ages,3934.00,32.10,
San Francisco,2016.00,Race/ethnicity,Hispanic,All ages,684.00,52.00,
San Joaquin,2016.00,Race/ethnicity,Hispanic,All ages,1534.00,47.70,
San Luis Obispo,2016.00,Race/ethnicity,Hispanic,All ages,241.00,37.50,
San Mateo,2016.00,Race/ethnicity,Hispanic,All ages,1016.00,51.60,
Santa Barbara,2016.00,Race/ethnicity,Hispanic,All ages,903.00,40.10,
Santa Clara,2016.00,Race/ethnicity,Hispanic,All ages,2444.00,44.60,
Santa Cruz,2016.00,Race/ethnicity,Hispanic,All ages,399.00,38.10,
Shasta,2016.00,Race/ethnicity,Hispanic,All ages,54.00,29.30,
Sierra,2016.00,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2016.00,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2016.00,Race/ethnicity,Hispanic,All ages,659.00,55.20,
Sonoma,2016.00,Race/ethnicity,Hispanic,All ages,498.00,35.20,
Stanislaus,2016.00,Race/ethnicity,Hispanic,All ages,1185.00,45.40,
Sutter,2016.00,Race/ethnicity,Hispanic,All ages,94.00,29.70,
Tehama,2016.00,Race/ethnicity,Hispanic,All ages,74.00,42.60,
Trinity,2016.00,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2016.00,Race/ethnicity,Hispanic,All ages,964.00,29.10,
Tuolumne,2016.00,Race/ethnicity,Hispanic,All ages,17.00,28.30,
Ventura,2016.00,Race/ethnicity,Hispanic,All ages,1298.00,32.90,
Yolo,2016.00,Race/ethnicity,Hispanic,All ages,317.00,47.40,
Yuba,2016.00,Race/ethnicity,Hispanic,All ages,48.00,23.70,
California,2016.00,Race/ethnicity,Asian/PI,All ages,10306.00,21.00,
Alameda,2016.00,Race/ethnicity,Asian/PI,All ages,1112.00,27.00,
Alpine,2016.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Amador,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2016.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Contra Costa,2016.00,Race/ethnicity,Asian/PI,All ages,474.00,29.60,
Del Norte,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2016.00,Race/ethnicity,Asian/PI,All ages,17.00,30.30,
Fresno,2016.00,Race/ethnicity,Asian/PI,All ages,214.00,23.20,
Glenn,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2016.00,Race/ethnicity,Asian/PI,All ages,15.00,46.50,
Imperial,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2016.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Kern,2016.00,Race/ethnicity,Asian/PI,All ages,92.00,26.40,
Kings,2016.00,Race/ethnicity,Asian/PI,All ages,13.00,27.30,
Lake,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2016.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Los Angeles,2016.00,Race/ethnicity,Asian/PI,All ages,2633.00,21.00,
Madera,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2016.00,Race/ethnicity,Asian/PI,All ages,23.00,15.50,
Mariposa,2016.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Mendocino,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Merced,2016.00,Race/ethnicity,Asian/PI,All ages,51.00,26.90,
Modoc,2016.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Mono,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2016.00,Race/ethnicity,Asian/PI,All ages,82.00,37.20,
Napa,2016.00,Race/ethnicity,Asian/PI,All ages,21.00,22.20,
Nevada,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2016.00,Race/ethnicity,Asian/PI,All ages,743.00,14.20,
Placer,2016.00,Race/ethnicity,Asian/PI,All ages,47.00,21.00,
Plumas,2016.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Riverside,2016.00,Race/ethnicity,Asian/PI,All ages,215.00,16.60,
Sacramento,2016.00,Race/ethnicity,Asian/PI,All ages,770.00,34.60,
San Benito,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2016.00,Race/ethnicity,Asian/PI,All ages,239.00,18.70,
San Diego,2016.00,Race/ethnicity,Asian/PI,All ages,689.00,19.70,
San Francisco,2016.00,Race/ethnicity,Asian/PI,All ages,482.00,21.90,
San Joaquin,2016.00,Race/ethnicity,Asian/PI,All ages,306.00,29.40,
San Luis Obispo,2016.00,Race/ethnicity,Asian/PI,All ages,13.00,16.10,
San Mateo,2016.00,Race/ethnicity,Asian/PI,All ages,414.00,21.50,
Santa Barbara,2016.00,Race/ethnicity,Asian/PI,All ages,34.00,20.20,
Santa Clara,2016.00,Race/ethnicity,Asian/PI,All ages,865.00,14.30,
Santa Cruz,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Shasta,2016.00,Race/ethnicity,Asian/PI,All ages,20.00,44.70,
Sierra,2016.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Siskiyou,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2016.00,Race/ethnicity,Asian/PI,All ages,325.00,52.20,
Sonoma,2016.00,Race/ethnicity,Asian/PI,All ages,63.00,34.40,
Stanislaus,2016.00,Race/ethnicity,Asian/PI,All ages,82.00,27.60,
Sutter,2016.00,Race/ethnicity,Asian/PI,All ages,28.00,19.00,
Tehama,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2016.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Tulare,2016.00,Race/ethnicity,Asian/PI,All ages,27.00,18.60,
Tuolumne,2016.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2016.00,Race/ethnicity,Asian/PI,All ages,74.00,12.90,
Yolo,2016.00,Race/ethnicity,Asian/PI,All ages,50.00,19.70,
Yuba,2016.00,Race/ethnicity,Asian/PI,All ages,16.00,35.20,
California,2016.00,Race/ethnicity,AI/AN,All ages,672.00,46.10,
Alameda,2016.00,Race/ethnicity,AI/AN,All ages,37.00,80.50,
Alpine,2016.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
Amador,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2016.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
Contra Costa,2016.00,Race/ethnicity,AI/AN,All ages,14.00,56.30,
Del Norte,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Fresno,2016.00,Race/ethnicity,AI/AN,All ages,12.00,22.10,
Glenn,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2016.00,Race/ethnicity,AI/AN,All ages,32.00,46.20,
Imperial,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2016.00,Race/ethnicity,AI/AN,All ages,17.00,108.30,
Kern,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kings,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2016.00,Race/ethnicity,AI/AN,All ages,14.00,83.10,
Lassen,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2016.00,Race/ethnicity,AI/AN,All ages,58.00,35.90,
Madera,2016.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
Marin,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mariposa,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2016.00,Race/ethnicity,AI/AN,All ages,26.00,80.40,
Merced,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Modoc,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Napa,2016.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
Nevada,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Placer,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Plumas,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2016.00,Race/ethnicity,AI/AN,All ages,33.00,36.50,
Sacramento,2016.00,Race/ethnicity,AI/AN,All ages,34.00,44.30,
San Benito,2016.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
San Bernardino,2016.00,Race/ethnicity,AI/AN,All ages,143.00,199.40,
San Diego,2016.00,Race/ethnicity,AI/AN,All ages,40.00,28.50,
San Francisco,2016.00,Race/ethnicity,AI/AN,All ages,38.00,263.90,
San Joaquin,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Luis Obispo,2016.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
San Mateo,2016.00,Race/ethnicity,AI/AN,All ages,11.00,,Rate not available due to statistical instability
Santa Barbara,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Clara,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Cruz,2016.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
Shasta,2016.00,Race/ethnicity,AI/AN,All ages,11.00,,Rate not available due to statistical instability
Sierra,2016.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
Siskiyou,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2016.00,Race/ethnicity,AI/AN,All ages,15.00,95.60,
Sonoma,2016.00,Race/ethnicity,AI/AN,All ages,14.00,37.50,
Stanislaus,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sutter,2016.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
Tehama,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2016.00,Race/ethnicity,AI/AN,All ages,11.00,,Rate not available due to statistical instability
Tuolumne,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yolo,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yuba,2016.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2017.00,Total population,All ages,All ages,180053.00,46.90,
Alameda,2017.00,Total population,All ages,All ages,8942.00,56.30,
Alpine,2017.00,Total population,All ages,All ages,0.00,0.00,
Amador,2017.00,Total population,All ages,All ages,176.00,56.80,
Butte,2017.00,Total population,All ages,All ages,936.00,45.30,
Calaveras,2017.00,Total population,All ages,All ages,198.00,55.10,
Colusa,2017.00,Total population,All ages,All ages,62.00,28.40,
Contra Costa,2017.00,Total population,All ages,All ages,6706.00,62.60,
Del Norte,2017.00,Total population,All ages,All ages,150.00,61.20,
El Dorado,2017.00,Total population,All ages,All ages,650.00,40.50,
Fresno,2017.00,Total population,All ages,All ages,7783.00,75.40,
Glenn,2017.00,Total population,All ages,All ages,129.00,45.60,
Humboldt,2017.00,Total population,All ages,All ages,851.00,67.10,
Imperial,2017.00,Total population,All ages,All ages,1291.00,65.70,
Inyo,2017.00,Total population,All ages,All ages,110.00,70.70,
Kern,2017.00,Total population,All ages,All ages,4853.00,52.20,
Kings,2017.00,Total population,All ages,All ages,1074.00,67.90,
Lake,2017.00,Total population,All ages,All ages,482.00,80.10,
